user_id,total_orders,lifetime_rev,avg_order_val,first_order,last_order,channel
615,1,49.99,49.99,2012-03-22 17:49:57,2012-03-22 17:49:57,gsearch
639,1,49.99,49.99,2012-03-22 20:33:40,2012-03-22 20:33:40,gsearch
732,1,49.99,49.99,2012-03-23 12:09:46,2012-03-23 12:09:46,gsearch
750,1,49.99,49.99,2012-03-23 14:16:23,2012-03-23 14:16:23,gsearch
755,1,49.99,49.99,2012-04-18 18:51:07,2012-04-18 18:51:07,gsearch
783,1,49.99,49.99,2012-03-23 17:14:48,2012-03-23 17:14:48,gsearch
811,1,49.99,49.99,2012-04-12 13:30:14,2012-04-12 13:30:14,gsearch
844,1,49.99,49.99,2012-03-24 09:21:40,2012-03-24 09:21:40,gsearch
872,1,49.99,49.99,2012-05-15 15:29:52,2012-05-15 15:29:52,direct
876,1,49.99,49.99,2012-05-01 11:20:19,2012-05-01 11:20:19,direct
908,1,49.99,49.99,2012-03-25 08:32:41,2012-03-25 08:32:41,gsearch
909,1,49.99,49.99,2012-03-25 08:51:27,2012-03-25 08:51:27,gsearch
940,1,49.99,49.99,2012-03-25 16:00:12,2012-03-25 16:00:12,gsearch
954,1,49.99,49.99,2012-03-25 21:23:16,2012-03-25 21:23:16,gsearch
1016,1,49.99,49.99,2012-03-26 10:03:39,2012-03-26 10:03:39,gsearch
1021,1,49.99,49.99,2012-03-26 10:25:44,2012-03-26 10:25:44,gsearch
1055,1,49.99,49.99,2012-03-26 14:13:56,2012-03-26 14:13:56,gsearch
1077,1,49.99,49.99,2012-03-26 16:00:19,2012-03-26 16:00:19,gsearch
1090,1,49.99,49.99,2012-03-26 17:55:25,2012-03-26 17:55:25,gsearch
1094,1,49.99,49.99,2012-03-26 18:06:39,2012-03-26 18:06:39,gsearch
1101,1,49.99,49.99,2012-03-26 18:54:41,2012-03-26 18:54:41,gsearch
1103,1,49.99,49.99,2012-03-26 19:19:25,2012-03-26 19:19:25,gsearch
1121,1,49.99,49.99,2012-03-26 21:13:07,2012-03-26 21:13:07,gsearch
1238,1,49.99,49.99,2012-03-27 15:18:43,2012-03-27 15:18:43,gsearch
1251,1,49.99,49.99,2012-03-27 16:53:30,2012-03-27 16:53:30,gsearch
1325,1,49.99,49.99,2012-03-28 08:30:06,2012-03-28 08:30:06,gsearch
1337,1,49.99,49.99,2012-03-28 09:56:58,2012-03-28 09:56:58,gsearch
1412,1,49.99,49.99,2012-03-28 16:55:52,2012-03-28 16:55:52,gsearch
1447,1,49.99,49.99,2012-03-28 21:24:10,2012-03-28 21:24:10,gsearch
1456,1,49.99,49.99,2012-03-28 22:45:52,2012-03-28 22:45:52,gsearch
1574,1,49.99,49.99,2012-03-29 16:11:05,2012-03-29 16:11:05,gsearch
1598,1,49.99,49.99,2012-03-29 17:49:07,2012-03-29 17:49:07,gsearch
1635,1,49.99,49.99,2012-03-29 23:09:30,2012-03-29 23:09:30,gsearch
1638,1,49.99,49.99,2012-03-30 00:25:18,2012-03-30 00:25:18,gsearch
1646,1,49.99,49.99,2012-03-30 02:27:35,2012-03-30 02:27:35,gsearch
1677,1,49.99,49.99,2012-03-30 10:06:25,2012-03-30 10:06:25,gsearch
1683,1,49.99,49.99,2012-03-30 10:24:06,2012-03-30 10:24:06,gsearch
1701,1,49.99,49.99,2012-03-30 12:47:30,2012-03-30 12:47:30,gsearch
1718,1,49.99,49.99,2012-03-30 14:26:49,2012-03-30 14:26:49,gsearch
1721,1,49.99,49.99,2012-03-30 14:39:09,2012-03-30 14:39:09,gsearch
1752,1,49.99,49.99,2012-04-03 16:36:02,2012-04-03 16:36:02,gsearch
1782,1,49.99,49.99,2012-03-31 00:22:18,2012-03-31 00:22:18,gsearch
1794,1,49.99,49.99,2012-03-31 02:32:43,2012-03-31 02:32:43,gsearch
1799,1,49.99,49.99,2012-03-31 06:40:10,2012-03-31 06:40:10,gsearch
1815,1,49.99,49.99,2012-03-31 10:25:39,2012-03-31 10:25:39,gsearch
1855,1,49.99,49.99,2012-03-31 19:24:33,2012-03-31 19:24:33,gsearch
1882,1,49.99,49.99,2012-04-01 06:45:11,2012-04-01 06:45:11,gsearch
1902,1,49.99,49.99,2012-04-01 12:38:27,2012-04-01 12:38:27,gsearch
1929,1,49.99,49.99,2012-04-01 17:33:26,2012-04-01 17:33:26,gsearch
1934,1,49.99,49.99,2012-04-01 18:26:19,2012-04-01 18:26:19,gsearch
1997,1,49.99,49.99,2012-05-22 16:53:01,2012-05-22 16:53:01,direct
2020,1,49.99,49.99,2012-05-09 14:59:36,2012-05-09 14:59:36,gsearch
2025,1,49.99,49.99,2012-04-02 11:07:48,2012-04-02 11:07:48,gsearch
2076,1,49.99,49.99,2012-04-02 16:32:15,2012-04-02 16:32:15,gsearch
2089,1,49.99,49.99,2012-04-02 17:17:42,2012-04-02 17:17:42,gsearch
2102,1,49.99,49.99,2012-04-02 18:36:27,2012-04-02 18:36:27,gsearch
2108,1,49.99,49.99,2012-06-22 08:41:18,2012-06-22 08:41:18,direct
2196,1,49.99,49.99,2012-04-03 10:29:20,2012-04-03 10:29:20,gsearch
2217,1,49.99,49.99,2012-04-03 11:53:36,2012-04-03 11:53:36,gsearch
2247,1,49.99,49.99,2012-04-03 15:03:48,2012-04-03 15:03:48,gsearch
2276,1,49.99,49.99,2012-04-03 16:31:50,2012-04-03 16:31:50,gsearch
2309,1,49.99,49.99,2012-04-03 19:09:43,2012-04-03 19:09:43,gsearch
2368,1,49.99,49.99,2012-04-23 17:12:15,2012-04-23 17:12:15,direct
2376,1,49.99,49.99,2012-04-04 07:47:38,2012-04-04 07:47:38,gsearch
2405,1,49.99,49.99,2012-04-04 11:13:55,2012-04-04 11:13:55,gsearch
2414,1,49.99,49.99,2012-04-04 11:34:52,2012-04-04 11:34:52,gsearch
2495,1,49.99,49.99,2012-04-04 18:21:44,2012-04-04 18:21:44,gsearch
2503,1,49.99,49.99,2012-04-04 19:00:06,2012-04-04 19:00:06,gsearch
2617,1,49.99,49.99,2012-05-03 09:40:22,2012-05-03 09:40:22,direct
2644,1,49.99,49.99,2012-04-05 13:15:34,2012-04-05 13:15:34,gsearch
2746,1,49.99,49.99,2012-04-05 20:11:27,2012-04-05 20:11:27,gsearch
2786,1,49.99,49.99,2012-04-06 04:04:23,2012-04-06 04:04:23,gsearch
2854,1,49.99,49.99,2012-04-06 12:16:39,2012-04-06 12:16:39,gsearch
2916,1,49.99,49.99,2012-04-06 17:13:09,2012-04-06 17:13:09,gsearch
2956,1,49.99,49.99,2012-04-06 22:48:48,2012-04-06 22:48:48,gsearch
2972,1,49.99,49.99,2012-04-07 04:47:20,2012-04-07 04:47:20,gsearch
3012,1,49.99,49.99,2012-04-07 16:15:03,2012-04-07 16:15:03,gsearch
3016,1,49.99,49.99,2012-04-07 16:55:38,2012-04-07 16:55:38,gsearch
3048,1,49.99,49.99,2012-04-08 02:25:16,2012-04-08 02:25:16,gsearch
3053,1,49.99,49.99,2012-04-08 05:52:53,2012-04-08 05:52:53,gsearch
3057,1,49.99,49.99,2012-05-03 09:03:53,2012-05-03 09:03:53,direct
3107,1,49.99,49.99,2012-04-08 20:50:48,2012-04-08 20:50:48,gsearch
3109,1,49.99,49.99,2012-04-08 21:10:18,2012-04-08 21:10:18,gsearch
3116,1,49.99,49.99,2012-04-08 22:33:08,2012-04-08 22:33:08,gsearch
3123,1,49.99,49.99,2012-05-15 05:20:02,2012-05-15 05:20:02,direct
3157,1,49.99,49.99,2012-04-09 09:50:14,2012-04-09 09:50:14,gsearch
3158,1,49.99,49.99,2012-04-09 09:49:50,2012-04-09 09:49:50,gsearch
3177,1,49.99,49.99,2012-04-09 11:25:30,2012-04-09 11:25:30,gsearch
3215,1,49.99,49.99,2012-04-09 15:01:23,2012-04-09 15:01:23,gsearch
3263,1,49.99,49.99,2012-04-09 19:48:47,2012-04-09 19:48:47,gsearch
3264,1,49.99,49.99,2012-05-18 13:43:00,2012-05-18 13:43:00,gsearch
3267,1,49.99,49.99,2012-04-09 20:28:57,2012-04-09 20:28:57,gsearch
3285,1,49.99,49.99,2012-04-09 22:56:37,2012-04-09 22:56:37,gsearch
3289,1,49.99,49.99,2012-04-09 23:25:30,2012-04-09 23:25:30,gsearch
3291,1,49.99,49.99,2012-04-23 22:57:17,2012-04-23 22:57:17,gsearch
3293,1,49.99,49.99,2012-06-28 22:31:35,2012-06-28 22:31:35,direct
3313,1,49.99,49.99,2012-04-16 13:22:52,2012-04-16 13:22:52,direct
3386,1,49.99,49.99,2012-04-10 14:21:17,2012-04-10 14:21:17,gsearch
3411,1,49.99,49.99,2012-04-10 16:40:18,2012-04-10 16:40:18,gsearch
3428,1,49.99,49.99,2012-06-10 21:39:55,2012-06-10 21:39:55,direct
3460,1,49.99,49.99,2012-04-10 22:27:09,2012-04-10 22:27:09,gsearch
3561,2,99.98,49.99,2012-06-11 18:56:38,2012-06-26 21:13:49,direct
3565,1,49.99,49.99,2012-04-11 14:13:17,2012-04-11 14:13:17,gsearch
3579,1,49.99,49.99,2012-04-11 15:22:47,2012-04-11 15:22:47,gsearch
3602,1,49.99,49.99,2012-04-11 16:38:56,2012-04-11 16:38:56,gsearch
3642,1,49.99,49.99,2012-04-11 20:19:28,2012-04-11 20:19:28,gsearch
3648,1,49.99,49.99,2012-04-11 21:59:27,2012-04-11 21:59:27,gsearch
3659,1,49.99,49.99,2012-05-14 18:33:40,2012-05-14 18:33:40,gsearch
3703,1,49.99,49.99,2012-04-12 10:03:06,2012-04-12 10:03:06,gsearch
3722,1,49.99,49.99,2012-04-12 10:51:25,2012-04-12 10:51:25,gsearch
3736,1,49.99,49.99,2012-06-15 13:58:14,2012-06-15 13:58:14,gsearch
3761,1,49.99,49.99,2012-04-12 15:50:47,2012-04-12 15:50:47,gsearch
3824,1,49.99,49.99,2012-04-13 02:13:16,2012-04-13 02:13:16,gsearch
3895,1,49.99,49.99,2012-04-13 14:53:49,2012-04-13 14:53:49,gsearch
4038,1,49.99,49.99,2012-05-01 12:10:41,2012-05-01 12:10:41,direct
4047,1,49.99,49.99,2012-04-14 23:26:48,2012-04-14 23:26:48,gsearch
4065,1,49.99,49.99,2012-04-15 09:00:37,2012-04-15 09:00:37,gsearch
4076,1,49.99,49.99,2012-04-15 13:20:39,2012-04-15 13:20:39,gsearch
4082,1,49.99,49.99,2012-04-15 15:10:58,2012-04-15 15:10:58,gsearch
4086,1,49.99,49.99,2012-04-15 16:36:31,2012-04-15 16:36:31,gsearch
4098,1,49.99,49.99,2012-05-23 22:13:43,2012-05-23 22:13:43,direct
4154,1,49.99,49.99,2012-06-03 17:07:33,2012-06-03 17:07:33,direct
4174,1,49.99,49.99,2012-04-16 14:54:24,2012-04-16 14:54:24,gsearch
4177,1,49.99,49.99,2012-04-16 15:03:23,2012-04-16 15:03:23,gsearch
4191,1,49.99,49.99,2012-04-16 17:59:57,2012-04-16 17:59:57,gsearch
4346,1,49.99,49.99,2012-04-18 10:28:38,2012-04-18 10:28:38,gsearch
4362,1,49.99,49.99,2012-04-18 12:10:33,2012-04-18 12:10:33,gsearch
4423,1,49.99,49.99,2012-04-18 19:59:44,2012-04-18 19:59:44,gsearch
4430,1,49.99,49.99,2012-05-22 11:40:48,2012-05-22 11:40:48,direct
4474,1,49.99,49.99,2012-04-19 13:21:03,2012-04-19 13:21:03,gsearch
4480,1,49.99,49.99,2012-04-19 14:19:40,2012-04-19 14:19:40,gsearch
4481,1,49.99,49.99,2012-04-19 14:20:15,2012-04-19 14:20:15,gsearch
4519,1,49.99,49.99,2012-04-19 19:02:48,2012-04-19 19:02:48,gsearch
4533,1,49.99,49.99,2012-04-19 21:50:45,2012-04-19 21:50:45,gsearch
4590,1,49.99,49.99,2012-04-20 14:02:15,2012-04-20 14:02:15,gsearch
4607,1,49.99,49.99,2012-05-18 10:29:28,2012-05-18 10:29:28,direct
4636,1,49.99,49.99,2012-07-21 04:05:00,2012-07-21 04:05:00,direct
4674,1,49.99,49.99,2012-04-21 17:39:59,2012-04-21 17:39:59,gsearch
4704,1,49.99,49.99,2012-04-22 11:01:02,2012-04-22 11:01:02,gsearch
4718,1,49.99,49.99,2012-04-22 16:58:22,2012-04-22 16:58:22,gsearch
4728,1,49.99,49.99,2012-04-22 21:22:31,2012-04-22 21:22:31,gsearch
4774,1,49.99,49.99,2012-04-23 11:07:52,2012-04-23 11:07:52,gsearch
4777,1,49.99,49.99,2012-04-23 11:27:53,2012-04-23 11:27:53,gsearch
4785,1,49.99,49.99,2012-04-23 12:31:17,2012-04-23 12:31:17,gsearch
4832,1,49.99,49.99,2012-04-23 20:59:07,2012-04-23 20:59:07,gsearch
4840,1,49.99,49.99,2012-04-23 22:39:58,2012-04-23 22:39:58,gsearch
4933,1,49.99,49.99,2012-04-24 19:22:17,2012-04-24 19:22:17,gsearch
5115,1,49.99,49.99,2012-05-11 15:06:01,2012-05-11 15:06:01,gsearch
5116,1,49.99,49.99,2012-04-26 15:35:59,2012-04-26 15:35:59,gsearch
5134,1,49.99,49.99,2012-04-26 17:43:19,2012-04-26 17:43:19,gsearch
5154,1,49.99,49.99,2012-04-26 22:22:55,2012-04-26 22:22:55,gsearch
5158,1,49.99,49.99,2012-04-27 01:22:32,2012-04-27 01:22:32,gsearch
5191,1,49.99,49.99,2012-06-26 11:55:47,2012-06-26 11:55:47,direct
5243,1,49.99,49.99,2012-04-27 19:42:18,2012-04-27 19:42:18,gsearch
5312,1,49.99,49.99,2012-04-29 16:58:56,2012-04-29 16:58:56,gsearch
5387,1,49.99,49.99,2012-04-30 12:14:59,2012-04-30 12:14:59,gsearch
5397,1,49.99,49.99,2012-08-03 23:10:27,2012-08-03 23:10:27,direct
5461,1,49.99,49.99,2012-05-01 03:50:09,2012-05-01 03:50:09,gsearch
5488,1,49.99,49.99,2012-05-01 10:34:08,2012-05-01 10:34:08,gsearch
5539,1,49.99,49.99,2012-05-01 16:25:31,2012-05-01 16:25:31,gsearch
5640,1,49.99,49.99,2012-05-02 11:50:21,2012-05-02 11:50:21,gsearch
5649,1,49.99,49.99,2012-05-02 12:56:44,2012-05-02 12:56:44,gsearch
5688,1,49.99,49.99,2012-05-02 17:15:10,2012-05-02 17:15:10,gsearch
5691,1,49.99,49.99,2012-05-02 17:24:00,2012-05-02 17:24:00,direct
5788,1,49.99,49.99,2012-05-03 15:19:38,2012-05-03 15:19:38,gsearch
5797,1,49.99,49.99,2012-05-03 16:24:32,2012-05-03 16:24:32,gsearch
5824,1,49.99,49.99,2012-05-03 23:52:58,2012-05-03 23:52:58,gsearch
5840,1,49.99,49.99,2012-05-04 05:22:36,2012-05-04 05:22:36,gsearch
5858,1,49.99,49.99,2012-05-04 10:24:35,2012-05-04 10:24:35,gsearch
5918,1,49.99,49.99,2012-05-04 16:56:05,2012-05-04 16:56:05,gsearch
6033,1,49.99,49.99,2012-07-04 11:06:26,2012-07-04 11:06:26,direct
6095,1,49.99,49.99,2012-06-30 19:50:24,2012-06-30 19:50:24,gsearch
6237,1,49.99,49.99,2012-05-08 15:59:05,2012-05-08 15:59:05,gsearch
6242,1,49.99,49.99,2012-05-08 16:18:21,2012-05-08 16:18:21,gsearch
6288,1,49.99,49.99,2012-05-09 01:00:09,2012-05-09 01:00:09,gsearch
6291,1,49.99,49.99,2012-05-09 01:40:07,2012-05-09 01:40:07,gsearch
6313,1,49.99,49.99,2012-05-09 09:04:41,2012-05-09 09:04:41,gsearch
6322,1,49.99,49.99,2012-05-09 10:16:50,2012-05-09 10:16:50,gsearch
6352,1,49.99,49.99,2012-05-09 13:36:25,2012-05-09 13:36:25,gsearch
6374,1,49.99,49.99,2012-05-09 17:01:21,2012-05-09 17:01:21,gsearch
6381,1,49.99,49.99,2012-05-09 17:41:14,2012-05-09 17:41:14,gsearch
6390,1,49.99,49.99,2012-06-27 11:00:53,2012-06-27 11:00:53,gsearch
6433,1,49.99,49.99,2012-05-10 09:54:16,2012-05-10 09:54:16,gsearch
6500,1,49.99,49.99,2012-05-10 18:45:17,2012-05-10 18:45:17,gsearch
6515,1,49.99,49.99,2012-05-10 21:29:58,2012-05-10 21:29:58,gsearch
6565,1,49.99,49.99,2012-05-11 11:10:14,2012-05-11 11:10:14,gsearch
6576,1,49.99,49.99,2012-08-02 18:28:21,2012-08-02 18:28:21,direct
6616,1,49.99,49.99,2012-06-08 01:47:40,2012-06-08 01:47:40,direct
6648,1,49.99,49.99,2012-05-11 21:20:08,2012-05-11 21:20:08,gsearch
6711,1,49.99,49.99,2012-05-12 20:44:15,2012-05-12 20:44:15,gsearch
6732,1,49.99,49.99,2012-05-13 08:21:23,2012-05-13 08:21:23,gsearch
6747,1,49.99,49.99,2012-05-13 15:56:25,2012-05-13 15:56:25,gsearch
6754,1,49.99,49.99,2012-05-13 17:04:33,2012-05-13 17:04:33,gsearch
6841,1,49.99,49.99,2012-05-14 18:51:18,2012-05-14 18:51:18,gsearch
6869,1,49.99,49.99,2012-05-15 03:20:44,2012-05-15 03:20:44,gsearch
6872,1,49.99,49.99,2012-05-15 05:28:05,2012-05-15 05:28:05,gsearch
6880,1,49.99,49.99,2012-05-15 08:13:34,2012-05-15 08:13:34,gsearch
6882,1,49.99,49.99,2012-05-15 08:56:05,2012-05-15 08:56:05,gsearch
6929,1,49.99,49.99,2012-05-15 15:06:45,2012-05-15 15:06:45,gsearch
6948,1,49.99,49.99,2012-05-15 17:26:16,2012-05-15 17:26:16,gsearch
6960,1,49.99,49.99,2012-07-16 11:31:07,2012-07-16 11:31:07,direct
6994,1,49.99,49.99,2012-05-16 05:07:43,2012-05-16 05:07:43,gsearch
6995,1,49.99,49.99,2012-05-16 05:33:50,2012-05-16 05:33:50,gsearch
7097,1,49.99,49.99,2012-05-17 00:34:13,2012-05-17 00:34:13,gsearch
7176,1,49.99,49.99,2012-05-17 16:23:20,2012-05-17 16:23:20,gsearch
7195,1,49.99,49.99,2012-05-17 19:33:38,2012-05-17 19:33:38,gsearch
7204,1,49.99,49.99,2012-07-14 02:51:53,2012-07-14 02:51:53,bsearch
7248,1,49.99,49.99,2012-05-18 11:38:07,2012-05-18 11:38:07,gsearch
7260,1,49.99,49.99,2012-05-18 14:24:34,2012-05-18 14:24:34,gsearch
7271,1,49.99,49.99,2012-06-11 10:54:00,2012-06-11 10:54:00,direct
7314,1,49.99,49.99,2012-05-19 03:45:52,2012-05-19 03:45:52,gsearch
7350,1,49.99,49.99,2012-06-13 17:09:12,2012-06-13 17:09:12,direct
7355,1,49.99,49.99,2012-05-20 00:54:14,2012-05-20 00:54:14,gsearch
7379,1,49.99,49.99,2012-05-20 09:53:49,2012-05-20 09:53:49,gsearch
7425,1,49.99,49.99,2012-05-20 22:54:22,2012-05-20 22:54:22,gsearch
7430,1,49.99,49.99,2012-05-20 23:15:35,2012-05-20 23:15:35,gsearch
7432,1,49.99,49.99,2012-05-20 23:36:57,2012-05-20 23:36:57,gsearch
7434,1,49.99,49.99,2012-07-03 19:10:49,2012-07-03 19:10:49,direct
7455,1,49.99,49.99,2012-05-21 05:26:35,2012-05-21 05:26:35,gsearch
7473,1,49.99,49.99,2012-09-10 15:10:04,2012-09-10 15:10:04,gsearch
7498,1,49.99,49.99,2012-05-21 11:52:18,2012-05-21 11:52:18,gsearch
7533,1,49.99,49.99,2012-05-21 16:48:12,2012-05-21 16:48:12,gsearch
7569,1,49.99,49.99,2012-05-21 22:15:20,2012-05-21 22:15:20,gsearch
7578,1,49.99,49.99,2012-07-10 21:09:44,2012-07-10 21:09:44,gsearch
7594,1,49.99,49.99,2012-05-22 05:15:47,2012-05-22 05:15:47,gsearch
7599,1,49.99,49.99,2012-05-22 06:15:19,2012-05-22 06:15:19,gsearch
7607,1,49.99,49.99,2012-07-20 20:41:06,2012-07-20 20:41:06,gsearch
7630,1,49.99,49.99,2012-05-22 13:00:49,2012-05-22 13:00:49,gsearch
7735,1,49.99,49.99,2012-05-23 03:29:12,2012-05-23 03:29:12,gsearch
7753,1,49.99,49.99,2012-07-14 12:53:11,2012-07-14 12:53:11,direct
7771,1,49.99,49.99,2012-05-31 11:07:52,2012-05-31 11:07:52,gsearch
7867,1,49.99,49.99,2012-05-23 23:24:06,2012-05-23 23:24:06,gsearch
7966,1,49.99,49.99,2012-08-23 19:24:15,2012-08-23 19:24:15,direct
8016,1,49.99,49.99,2012-05-24 19:34:52,2012-05-24 19:34:52,gsearch
8026,1,49.99,49.99,2012-05-24 20:47:20,2012-05-24 20:47:20,gsearch
8053,1,49.99,49.99,2012-05-25 04:56:43,2012-05-25 04:56:43,gsearch
8054,1,49.99,49.99,2012-05-25 05:03:31,2012-05-25 05:03:31,gsearch
8090,1,49.99,49.99,2012-05-25 11:32:25,2012-05-25 11:32:25,gsearch
8114,1,49.99,49.99,2012-05-25 14:34:54,2012-05-25 14:34:54,gsearch
8116,1,49.99,49.99,2012-05-25 14:47:19,2012-05-25 14:47:19,gsearch
8136,1,49.99,49.99,2012-05-25 16:22:45,2012-05-25 16:22:45,gsearch
8202,1,49.99,49.99,2012-05-26 13:48:44,2012-05-26 13:48:44,gsearch
8203,1,49.99,49.99,2012-05-26 14:12:31,2012-05-26 14:12:31,gsearch
8216,1,49.99,49.99,2012-05-26 17:15:58,2012-05-26 17:15:58,gsearch
8237,1,49.99,49.99,2012-06-23 12:06:08,2012-06-23 12:06:08,direct
8250,1,49.99,49.99,2012-05-27 09:35:20,2012-05-27 09:35:20,gsearch
8289,1,49.99,49.99,2012-05-27 23:20:09,2012-05-27 23:20:09,gsearch
8299,1,49.99,49.99,2012-05-28 01:00:08,2012-05-28 01:00:08,gsearch
8314,1,49.99,49.99,2012-05-28 06:32:53,2012-05-28 06:32:53,gsearch
8333,1,49.99,49.99,2012-06-13 14:02:27,2012-06-13 14:02:27,bsearch
8353,1,49.99,49.99,2012-05-28 15:16:53,2012-05-28 15:16:53,gsearch
8355,1,49.99,49.99,2012-08-29 07:49:36,2012-08-29 07:49:36,direct
8409,1,49.99,49.99,2012-05-29 06:08:15,2012-05-29 06:08:15,gsearch
8415,1,49.99,49.99,2012-07-18 23:31:30,2012-07-18 23:31:30,direct
8436,1,49.99,49.99,2012-05-29 10:25:35,2012-05-29 10:25:35,gsearch
8438,1,49.99,49.99,2012-05-29 10:28:05,2012-05-29 10:28:05,gsearch
8453,1,49.99,49.99,2012-05-29 11:52:28,2012-05-29 11:52:28,gsearch
8484,1,49.99,49.99,2012-05-29 15:26:24,2012-05-29 15:26:24,gsearch
8493,1,49.99,49.99,2012-05-29 16:36:43,2012-05-29 16:36:43,gsearch
8501,1,49.99,49.99,2012-05-29 17:05:01,2012-05-29 17:05:01,gsearch
8548,1,49.99,49.99,2012-05-29 23:52:45,2012-05-29 23:52:45,gsearch
8559,1,49.99,49.99,2012-05-30 03:09:09,2012-05-30 03:09:09,gsearch
8567,1,49.99,49.99,2012-05-30 07:56:12,2012-05-30 07:56:12,gsearch
8594,1,49.99,49.99,2012-05-30 12:03:14,2012-05-30 12:03:14,gsearch
8676,1,49.99,49.99,2012-05-30 20:49:37,2012-05-30 20:49:37,gsearch
8684,1,49.99,49.99,2012-05-30 23:02:24,2012-05-30 23:02:24,gsearch
8701,1,49.99,49.99,2012-05-31 05:33:03,2012-05-31 05:33:03,gsearch
8721,1,49.99,49.99,2012-05-31 09:04:38,2012-05-31 09:04:38,gsearch
8792,1,49.99,49.99,2012-05-31 16:48:56,2012-05-31 16:48:56,gsearch
8805,1,49.99,49.99,2012-08-01 15:43:39,2012-08-01 15:43:39,direct
8836,1,49.99,49.99,2012-05-31 23:09:54,2012-05-31 23:09:54,gsearch
8855,1,49.99,49.99,2012-06-01 06:22:07,2012-06-01 06:22:07,gsearch
8898,1,49.99,49.99,2012-06-01 12:48:56,2012-06-01 12:48:56,gsearch
8899,1,49.99,49.99,2012-06-01 12:57:29,2012-06-01 12:57:29,gsearch
8911,1,49.99,49.99,2012-06-01 14:22:14,2012-06-01 14:22:14,gsearch
8935,1,49.99,49.99,2012-07-23 03:10:58,2012-07-23 03:10:58,direct
8941,1,49.99,49.99,2012-06-01 18:27:57,2012-06-01 18:27:57,gsearch
8948,1,49.99,49.99,2012-06-01 20:13:43,2012-06-01 20:13:43,gsearch
8992,1,49.99,49.99,2012-06-02 13:04:20,2012-06-02 13:04:20,gsearch
9022,1,49.99,49.99,2012-06-02 23:36:33,2012-06-02 23:36:33,gsearch
9033,1,49.99,49.99,2012-06-03 07:08:32,2012-06-03 07:08:32,gsearch
9038,1,49.99,49.99,2012-06-03 10:20:20,2012-06-03 10:20:20,gsearch
9057,1,49.99,49.99,2012-06-03 18:13:27,2012-06-03 18:13:27,gsearch
9082,1,49.99,49.99,2012-06-04 01:52:42,2012-06-04 01:52:42,gsearch
9109,1,49.99,49.99,2012-06-27 08:47:31,2012-06-27 08:47:31,direct
9182,1,49.99,49.99,2012-06-04 18:54:32,2012-06-04 18:54:32,gsearch
9209,1,49.99,49.99,2012-06-05 00:05:08,2012-06-05 00:05:08,gsearch
9213,1,49.99,49.99,2012-06-05 00:43:45,2012-06-05 00:43:45,gsearch
9222,1,49.99,49.99,2012-06-05 03:25:52,2012-06-05 03:25:52,gsearch
9259,1,49.99,49.99,2012-06-05 11:58:32,2012-06-05 11:58:32,gsearch
9284,1,49.99,49.99,2012-06-05 14:05:13,2012-06-05 14:05:13,gsearch
9342,1,49.99,49.99,2012-06-06 01:28:55,2012-06-06 01:28:55,gsearch
9357,1,49.99,49.99,2012-06-06 08:14:09,2012-06-06 08:14:09,gsearch
9364,1,49.99,49.99,2012-06-06 09:43:17,2012-06-06 09:43:17,gsearch
