order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd,year_month,gross_profit,margin_pct
130,2012-04-18 18:51:07,130,1,1,49.99,19.49,2012-04,30.5,61.01
131,2012-04-18 19:59:44,131,1,1,49.99,19.49,2012-04,30.5,61.01
132,2012-04-19 07:42:08,132,1,1,49.99,19.49,2012-04,30.5,61.01
133,2012-04-19 13:21:03,133,1,1,49.99,19.49,2012-04,30.5,61.01
134,2012-04-19 14:19:40,134,1,1,49.99,19.49,2012-04,30.5,61.01
135,2012-04-19 14:20:15,135,1,1,49.99,19.49,2012-04,30.5,61.01
136,2012-04-19 19:02:48,136,1,1,49.99,19.49,2012-04,30.5,61.01
137,2012-04-19 21:50:45,137,1,1,49.99,19.49,2012-04,30.5,61.01
138,2012-04-20 14:02:15,138,1,1,49.99,19.49,2012-04,30.5,61.01
139,2012-04-21 17:39:59,139,1,1,49.99,19.49,2012-04,30.5,61.01
140,2012-04-22 11:01:02,140,1,1,49.99,19.49,2012-04,30.5,61.01
141,2012-04-22 16:58:22,141,1,1,49.99,19.49,2012-04,30.5,61.01
142,2012-04-22 21:22:31,142,1,1,49.99,19.49,2012-04,30.5,61.01
143,2012-04-23 11:07:52,143,1,1,49.99,19.49,2012-04,30.5,61.01
144,2012-04-23 11:27:53,144,1,1,49.99,19.49,2012-04,30.5,61.01
145,2012-04-23 12:31:17,145,1,1,49.99,19.49,2012-04,30.5,61.01
146,2012-04-23 17:12:15,146,1,1,49.99,19.49,2012-04,30.5,61.01
147,2012-04-23 20:59:07,147,1,1,49.99,19.49,2012-04,30.5,61.01
148,2012-04-23 22:39:58,148,1,1,49.99,19.49,2012-04,30.5,61.01
149,2012-04-23 22:57:17,149,1,1,49.99,19.49,2012-04,30.5,61.01
150,2012-04-24 19:22:17,150,1,1,49.99,19.49,2012-04,30.5,61.01
151,2012-04-24 23:13:26,151,1,1,49.99,19.49,2012-04,30.5,61.01
152,2012-04-25 21:05:32,152,1,1,49.99,19.49,2012-04,30.5,61.01
153,2012-04-26 15:35:59,153,1,1,49.99,19.49,2012-04,30.5,61.01
154,2012-04-26 17:43:19,154,1,1,49.99,19.49,2012-04,30.5,61.01
155,2012-04-26 22:22:55,155,1,1,49.99,19.49,2012-04,30.5,61.01
156,2012-04-27 01:22:32,156,1,1,49.99,19.49,2012-04,30.5,61.01
157,2012-04-27 19:42:18,157,1,1,49.99,19.49,2012-04,30.5,61.01
158,2012-04-29 16:58:56,158,1,1,49.99,19.49,2012-04,30.5,61.01
159,2012-04-30 12:14:59,159,1,1,49.99,19.49,2012-04,30.5,61.01
160,2012-05-01 03:50:09,160,1,1,49.99,19.49,2012-05,30.5,61.01
161,2012-05-01 10:34:08,161,1,1,49.99,19.49,2012-05,30.5,61.01
162,2012-05-01 11:20:19,162,1,1,49.99,19.49,2012-05,30.5,61.01
163,2012-05-01 12:10:41,163,1,1,49.99,19.49,2012-05,30.5,61.01
164,2012-05-01 16:25:31,164,1,1,49.99,19.49,2012-05,30.5,61.01
165,2012-05-02 11:50:21,165,1,1,49.99,19.49,2012-05,30.5,61.01
166,2012-05-02 12:56:44,166,1,1,49.99,19.49,2012-05,30.5,61.01
167,2012-05-02 17:15:10,167,1,1,49.99,19.49,2012-05,30.5,61.01
168,2012-05-02 17:24:00,168,1,1,49.99,19.49,2012-05,30.5,61.01
169,2012-05-03 09:03:53,169,1,1,49.99,19.49,2012-05,30.5,61.01
170,2012-05-03 09:40:22,170,1,1,49.99,19.49,2012-05,30.5,61.01
171,2012-05-03 15:19:38,171,1,1,49.99,19.49,2012-05,30.5,61.01
172,2012-05-03 16:24:32,172,1,1,49.99,19.49,2012-05,30.5,61.01
173,2012-05-03 23:52:58,173,1,1,49.99,19.49,2012-05,30.5,61.01
174,2012-05-04 05:22:36,174,1,1,49.99,19.49,2012-05,30.5,61.01
175,2012-05-04 10:24:35,175,1,1,49.99,19.49,2012-05,30.5,61.01
176,2012-05-04 16:56:05,176,1,1,49.99,19.49,2012-05,30.5,61.01
177,2012-05-08 15:59:05,177,1,1,49.99,19.49,2012-05,30.5,61.01
178,2012-05-08 16:18:21,178,1,1,49.99,19.49,2012-05,30.5,61.01
179,2012-05-09 01:00:09,179,1,1,49.99,19.49,2012-05,30.5,61.01
180,2012-05-09 01:40:07,180,1,1,49.99,19.49,2012-05,30.5,61.01
181,2012-05-09 09:04:41,181,1,1,49.99,19.49,2012-05,30.5,61.01
182,2012-05-09 10:16:50,182,1,1,49.99,19.49,2012-05,30.5,61.01
183,2012-05-09 13:36:25,183,1,1,49.99,19.49,2012-05,30.5,61.01
184,2012-05-09 14:59:36,184,1,1,49.99,19.49,2012-05,30.5,61.01
185,2012-05-09 17:01:21,185,1,1,49.99,19.49,2012-05,30.5,61.01
186,2012-05-09 17:41:14,186,1,1,49.99,19.49,2012-05,30.5,61.01
187,2012-05-10 09:54:16,187,1,1,49.99,19.49,2012-05,30.5,61.01
188,2012-05-10 18:45:17,188,1,1,49.99,19.49,2012-05,30.5,61.01
189,2012-05-10 21:29:58,189,1,1,49.99,19.49,2012-05,30.5,61.01
190,2012-05-11 11:10:14,190,1,1,49.99,19.49,2012-05,30.5,61.01
191,2012-05-11 15:06:01,191,1,1,49.99,19.49,2012-05,30.5,61.01
192,2012-05-11 21:20:08,192,1,1,49.99,19.49,2012-05,30.5,61.01
193,2012-05-12 20:44:15,193,1,1,49.99,19.49,2012-05,30.5,61.01
194,2012-05-13 08:21:23,194,1,1,49.99,19.49,2012-05,30.5,61.01
195,2012-05-13 15:56:25,195,1,1,49.99,19.49,2012-05,30.5,61.01
196,2012-05-13 17:04:33,196,1,1,49.99,19.49,2012-05,30.5,61.01
197,2012-05-14 18:33:40,197,1,1,49.99,19.49,2012-05,30.5,61.01
198,2012-05-14 18:51:18,198,1,1,49.99,19.49,2012-05,30.5,61.01
199,2012-05-15 03:20:44,199,1,1,49.99,19.49,2012-05,30.5,61.01
200,2012-05-15 05:20:02,200,1,1,49.99,19.49,2012-05,30.5,61.01
201,2012-05-15 05:28:05,201,1,1,49.99,19.49,2012-05,30.5,61.01
202,2012-05-15 08:13:34,202,1,1,49.99,19.49,2012-05,30.5,61.01
203,2012-05-15 08:56:05,203,1,1,49.99,19.49,2012-05,30.5,61.01
204,2012-05-15 15:06:45,204,1,1,49.99,19.49,2012-05,30.5,61.01
205,2012-05-15 15:29:52,205,1,1,49.99,19.49,2012-05,30.5,61.01
206,2012-05-15 17:26:16,206,1,1,49.99,19.49,2012-05,30.5,61.01
207,2012-05-16 05:07:43,207,1,1,49.99,19.49,2012-05,30.5,61.01
208,2012-05-16 05:33:50,208,1,1,49.99,19.49,2012-05,30.5,61.01
209,2012-05-17 00:34:13,209,1,1,49.99,19.49,2012-05,30.5,61.01
210,2012-05-17 16:23:20,210,1,1,49.99,19.49,2012-05,30.5,61.01
211,2012-05-17 19:33:38,211,1,1,49.99,19.49,2012-05,30.5,61.01
212,2012-05-18 10:29:28,212,1,1,49.99,19.49,2012-05,30.5,61.01
213,2012-05-18 11:38:07,213,1,1,49.99,19.49,2012-05,30.5,61.01
214,2012-05-18 13:43:00,214,1,1,49.99,19.49,2012-05,30.5,61.01
215,2012-05-18 14:24:34,215,1,1,49.99,19.49,2012-05,30.5,61.01
216,2012-05-19 03:45:52,216,1,1,49.99,19.49,2012-05,30.5,61.01
217,2012-05-20 00:54:14,217,1,1,49.99,19.49,2012-05,30.5,61.01
218,2012-05-20 09:53:49,218,1,1,49.99,19.49,2012-05,30.5,61.01
219,2012-05-20 22:54:22,219,1,1,49.99,19.49,2012-05,30.5,61.01
220,2012-05-20 23:15:35,220,1,1,49.99,19.49,2012-05,30.5,61.01
221,2012-05-20 23:36:57,221,1,1,49.99,19.49,2012-05,30.5,61.01
222,2012-05-21 05:26:35,222,1,1,49.99,19.49,2012-05,30.5,61.01
223,2012-05-21 11:52:18,223,1,1,49.99,19.49,2012-05,30.5,61.01
224,2012-05-21 16:48:12,224,1,1,49.99,19.49,2012-05,30.5,61.01
225,2012-05-21 22:15:20,225,1,1,49.99,19.49,2012-05,30.5,61.01
226,2012-05-22 05:15:47,226,1,1,49.99,19.49,2012-05,30.5,61.01
227,2012-05-22 06:15:19,227,1,1,49.99,19.49,2012-05,30.5,61.01
228,2012-05-22 11:40:48,228,1,1,49.99,19.49,2012-05,30.5,61.01
229,2012-05-22 13:00:49,229,1,1,49.99,19.49,2012-05,30.5,61.01
230,2012-05-22 16:53:01,230,1,1,49.99,19.49,2012-05,30.5,61.01
231,2012-05-23 03:29:12,231,1,1,49.99,19.49,2012-05,30.5,61.01
232,2012-05-23 22:13:43,232,1,1,49.99,19.49,2012-05,30.5,61.01
233,2012-05-23 23:24:06,233,1,1,49.99,19.49,2012-05,30.5,61.01
234,2012-05-24 19:34:52,234,1,1,49.99,19.49,2012-05,30.5,61.01
235,2012-05-24 20:47:20,235,1,1,49.99,19.49,2012-05,30.5,61.01
236,2012-05-25 04:56:43,236,1,1,49.99,19.49,2012-05,30.5,61.01
237,2012-05-25 05:03:31,237,1,1,49.99,19.49,2012-05,30.5,61.01
238,2012-05-25 11:32:25,238,1,1,49.99,19.49,2012-05,30.5,61.01
239,2012-05-25 14:34:54,239,1,1,49.99,19.49,2012-05,30.5,61.01
240,2012-05-25 14:47:19,240,1,1,49.99,19.49,2012-05,30.5,61.01
241,2012-05-25 16:22:45,241,1,1,49.99,19.49,2012-05,30.5,61.01
242,2012-05-26 13:48:44,242,1,1,49.99,19.49,2012-05,30.5,61.01
243,2012-05-26 14:12:31,243,1,1,49.99,19.49,2012-05,30.5,61.01
244,2012-05-26 17:15:58,244,1,1,49.99,19.49,2012-05,30.5,61.01
245,2012-05-27 09:35:20,245,1,1,49.99,19.49,2012-05,30.5,61.01
246,2012-05-27 23:20:09,246,1,1,49.99,19.49,2012-05,30.5,61.01
247,2012-05-28 01:00:08,247,1,1,49.99,19.49,2012-05,30.5,61.01
248,2012-05-28 06:32:53,248,1,1,49.99,19.49,2012-05,30.5,61.01
249,2012-05-28 15:16:53,249,1,1,49.99,19.49,2012-05,30.5,61.01
250,2012-05-29 06:08:15,250,1,1,49.99,19.49,2012-05,30.5,61.01
251,2012-05-29 10:25:35,251,1,1,49.99,19.49,2012-05,30.5,61.01
252,2012-05-29 10:28:05,252,1,1,49.99,19.49,2012-05,30.5,61.01
253,2012-05-29 11:52:28,253,1,1,49.99,19.49,2012-05,30.5,61.01
254,2012-05-29 15:26:24,254,1,1,49.99,19.49,2012-05,30.5,61.01
255,2012-05-29 16:36:43,255,1,1,49.99,19.49,2012-05,30.5,61.01
256,2012-05-29 17:05:01,256,1,1,49.99,19.49,2012-05,30.5,61.01
257,2012-05-29 23:52:45,257,1,1,49.99,19.49,2012-05,30.5,61.01
258,2012-05-30 03:09:09,258,1,1,49.99,19.49,2012-05,30.5,61.01
259,2012-05-30 07:56:12,259,1,1,49.99,19.49,2012-05,30.5,61.01
260,2012-05-30 12:03:14,260,1,1,49.99,19.49,2012-05,30.5,61.01
261,2012-05-30 20:49:37,261,1,1,49.99,19.49,2012-05,30.5,61.01
262,2012-05-30 23:02:24,262,1,1,49.99,19.49,2012-05,30.5,61.01
263,2012-05-31 05:33:03,263,1,1,49.99,19.49,2012-05,30.5,61.01
264,2012-05-31 09:04:38,264,1,1,49.99,19.49,2012-05,30.5,61.01
265,2012-05-31 11:07:52,265,1,1,49.99,19.49,2012-05,30.5,61.01
266,2012-05-31 16:48:56,266,1,1,49.99,19.49,2012-05,30.5,61.01
267,2012-05-31 23:09:54,267,1,1,49.99,19.49,2012-05,30.5,61.01
268,2012-06-01 06:22:07,268,1,1,49.99,19.49,2012-06,30.5,61.01
269,2012-06-01 12:48:56,269,1,1,49.99,19.49,2012-06,30.5,61.01
270,2012-06-01 12:57:29,270,1,1,49.99,19.49,2012-06,30.5,61.01
271,2012-06-01 14:22:14,271,1,1,49.99,19.49,2012-06,30.5,61.01
272,2012-06-01 18:27:57,272,1,1,49.99,19.49,2012-06,30.5,61.01
273,2012-06-01 20:13:43,273,1,1,49.99,19.49,2012-06,30.5,61.01
274,2012-06-02 13:04:20,274,1,1,49.99,19.49,2012-06,30.5,61.01
275,2012-06-02 23:36:33,275,1,1,49.99,19.49,2012-06,30.5,61.01
276,2012-06-03 07:08:32,276,1,1,49.99,19.49,2012-06,30.5,61.01
277,2012-06-03 10:20:20,277,1,1,49.99,19.49,2012-06,30.5,61.01
278,2012-06-03 17:07:33,278,1,1,49.99,19.49,2012-06,30.5,61.01
279,2012-06-03 18:13:27,279,1,1,49.99,19.49,2012-06,30.5,61.01
280,2012-06-04 01:52:42,280,1,1,49.99,19.49,2012-06,30.5,61.01
281,2012-06-04 18:54:32,281,1,1,49.99,19.49,2012-06,30.5,61.01
282,2012-06-05 00:05:08,282,1,1,49.99,19.49,2012-06,30.5,61.01
283,2012-06-05 00:43:45,283,1,1,49.99,19.49,2012-06,30.5,61.01
284,2012-06-05 03:25:52,284,1,1,49.99,19.49,2012-06,30.5,61.01
285,2012-06-05 11:58:32,285,1,1,49.99,19.49,2012-06,30.5,61.01
286,2012-06-05 14:05:13,286,1,1,49.99,19.49,2012-06,30.5,61.01
287,2012-06-06 01:28:55,287,1,1,49.99,19.49,2012-06,30.5,61.01
288,2012-06-06 08:14:09,288,1,1,49.99,19.49,2012-06,30.5,61.01
289,2012-06-06 09:43:17,289,1,1,49.99,19.49,2012-06,30.5,61.01
290,2012-06-06 10:54:47,290,1,1,49.99,19.49,2012-06,30.5,61.01
291,2012-06-06 13:05:33,291,1,1,49.99,19.49,2012-06,30.5,61.01
292,2012-06-06 16:36:33,292,1,1,49.99,19.49,2012-06,30.5,61.01
293,2012-06-06 17:40:07,293,1,1,49.99,19.49,2012-06,30.5,61.01
294,2012-06-06 18:13:18,294,1,1,49.99,19.49,2012-06,30.5,61.01
295,2012-06-07 06:41:57,295,1,1,49.99,19.49,2012-06,30.5,61.01
296,2012-06-07 09:31:47,296,1,1,49.99,19.49,2012-06,30.5,61.01
297,2012-06-07 11:52:01,297,1,1,49.99,19.49,2012-06,30.5,61.01
298,2012-06-07 12:51:42,298,1,1,49.99,19.49,2012-06,30.5,61.01
299,2012-06-07 13:34:27,299,1,1,49.99,19.49,2012-06,30.5,61.01
300,2012-06-07 20:46:55,300,1,1,49.99,19.49,2012-06,30.5,61.01
301,2012-06-08 00:03:33,301,1,1,49.99,19.49,2012-06,30.5,61.01
302,2012-06-08 01:47:40,302,1,1,49.99,19.49,2012-06,30.5,61.01
303,2012-06-08 06:25:01,303,1,1,49.99,19.49,2012-06,30.5,61.01
304,2012-06-08 09:11:42,304,1,1,49.99,19.49,2012-06,30.5,61.01
305,2012-06-08 10:07:24,305,1,1,49.99,19.49,2012-06,30.5,61.01
306,2012-06-08 13:58:12,306,1,1,49.99,19.49,2012-06,30.5,61.01
307,2012-06-09 03:07:43,307,1,1,49.99,19.49,2012-06,30.5,61.01
308,2012-06-09 14:35:34,308,1,1,49.99,19.49,2012-06,30.5,61.01
309,2012-06-09 23:54:32,309,1,1,49.99,19.49,2012-06,30.5,61.01
310,2012-06-10 18:55:21,310,1,1,49.99,19.49,2012-06,30.5,61.01
311,2012-06-10 19:48:05,311,1,1,49.99,19.49,2012-06,30.5,61.01
312,2012-06-10 21:39:55,312,1,1,49.99,19.49,2012-06,30.5,61.01
313,2012-06-11 09:36:20,313,1,1,49.99,19.49,2012-06,30.5,61.01
314,2012-06-11 10:54:00,314,1,1,49.99,19.49,2012-06,30.5,61.01
315,2012-06-11 11:01:26,315,1,1,49.99,19.49,2012-06,30.5,61.01
316,2012-06-11 11:47:49,316,1,1,49.99,19.49,2012-06,30.5,61.01
317,2012-06-11 18:56:38,317,1,1,49.99,19.49,2012-06,30.5,61.01
318,2012-06-12 02:14:58,318,1,1,49.99,19.49,2012-06,30.5,61.01
319,2012-06-12 04:20:51,319,1,1,49.99,19.49,2012-06,30.5,61.01
320,2012-06-12 11:24:59,320,1,1,49.99,19.49,2012-06,30.5,61.01
321,2012-06-12 14:26:12,321,1,1,49.99,19.49,2012-06,30.5,61.01
322,2012-06-12 19:17:57,322,1,1,49.99,19.49,2012-06,30.5,61.01
323,2012-06-13 06:04:27,323,1,1,49.99,19.49,2012-06,30.5,61.01
324,2012-06-13 10:37:39,324,1,1,49.99,19.49,2012-06,30.5,61.01
325,2012-06-13 10:58:10,325,1,1,49.99,19.49,2012-06,30.5,61.01
326,2012-06-13 11:16:36,326,1,1,49.99,19.49,2012-06,30.5,61.01
327,2012-06-13 11:20:33,327,1,1,49.99,19.49,2012-06,30.5,61.01
328,2012-06-13 11:50:45,328,1,1,49.99,19.49,2012-06,30.5,61.01
329,2012-06-13 12:29:01,329,1,1,49.99,19.49,2012-06,30.5,61.01
330,2012-06-13 14:02:27,330,1,1,49.99,19.49,2012-06,30.5,61.01
